X,Y,OBJECTNUMB,NAMEOBJECT,NAME
29.149145517361,55.8146054447768,27777,Êåäðîâñêèé Êàìåíü Êðåñòîâñêèé,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
31.3159314089469,53.6832119047952,27814,"Êðèíèöà ""Áðåçãóí""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
29.9211440266379,52.4813066327353,27822,Ó÷àñòêè øèðîêîëèñòâåííî-ñîñíîâûõ ëåñîâ,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.6810035953864,55.7033441374825,27800,"Âàëóí ""×åðòîâ êàìåíü"" ðè÷åâñêèé",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
27.0328353407832,55.7200142930844,27796,"Âàëóí ""Áîëüøîé êàìåíü"" äóäàëüñêèé",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
27.6535508792949,55.5706898734981,27853,Ñèìêîâ Ñêàðáîâûé Êàìåíü,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
31.3305441092378,53.5414204108057,27815,"Êðèíèöà ""Ãîðêè""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
24.6421091519617,53.5771612727694,27861,"Âàëóí ""Çàðå÷åíñêèé""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
24.7195541799877,53.6430785037416,27869,"Âàëóíû ""Òîïèëèøêèíñêèå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
24.699283279291,53.8822535228292,27865,"Âàëóí ""Ñòàðîïîääóáåíñêèé""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
24.9964786096539,53.0171309805943,27882,"Âàëóí ""Áîëüøîé êàìåíü"" êðàêîòñêèé",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
31.0908867347897,54.0856557674575,27888,Áðàòñòâî,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
31.1006074072434,53.7849338742307,27901,Âàëóí,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
25.817044703984,53.6373732127496,27905,"Âàëóí ""Áîëüøîé êàìåíü"" ëèòîâñêèé",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.7785684173892,54.1647025531113,27925,Êðèíèöà,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
29.2158779944483,53.4199098611071,27955,Êðèíèöà êîëõîçà èì. Ëåíèíà,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
29.5165437572292,54.1046685483021,27926,"Îçåðî ""Õîòîìëå""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
28.1836025618365,54.4575455438799,27986,Áèîëîãè÷åñêèé çàêàçíèê ìåñòíîãî çíà÷åíèÿ ïî âîñïðîèçâîäñòâó áåëîâåæñêèõ çóáðîâ,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
28.0924731301674,52.0087356129219,26120,Ïðèïÿòñêèé,Íàöèîíàëüíûé ïàðê
30.3370076846214,53.8999582688085,27122,Èñòîðè÷åñêèé öåíòð ã Ìîãèëåâà,Èñòîðèêî-êóëüòóðíàÿ öåííîñòü
28.2497838447655,54.2402524949055,28041,Áîðèñîâñêèé,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.4647999921115,54.9505861623099,28043,Áîëüøîé Áîëöèêñêèé,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
27.9221320351429,55.7650927391026,27485,Ãîðîäñêîé ïàðê,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
27.0490093277839,52.8945547086091,26569,Âîëêà,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
28.0110595674579,51.6119458039846,26366,Ðå÷èöà,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.6329967713506,52.6210813051799,26431,Êó÷èíñêèé Ìîõ,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.8658010668025,53.2723865439265,26412,Çàçåðüå-Áàäååâî,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
