OBJECTNUMBER,SOATO,NAMEOBJECT,NAME,NAMEREGION,NAMEDISTR
27115,9000005102,Замчище,Историко-культурная ценность,Витебская,Браславский
27116,9000005107,"Застройка центральной усадьбы колхоза ""Прогресс""",Историко-культурная ценность,Гродненская,Гродненский
27117,9000005110,Исторический центр,Историко-культурная ценность,Брестская,
27118,9000005111,Исторический центр г Витебска,Историко-культурная ценность,Витебская,
27119,9000005112,Исторический центр г Гродно,Историко-культурная ценность,Гродненская,
27120,9000005114,Исторический центр г Кобрина,Историко-культурная ценность,Брестская,
27121,9000005115,Исторический центр г Минска,Историко-культурная ценность,Минск,
27122,9000005116,Исторический центр г Могилева ,Историко-культурная ценность,Могилевская,
27123,9000005117,Исторический центр г Мозыря,Историко-культурная ценность,Гомельская,
27124,9000005118,Исторический центр г Пинска,Историко-культурная ценность,Брестская,
27125,9000005119,Исторический центр г Полоцка,Историко-культурная ценность,Витебская,
27126,9000005120,Колосовский заповедник. Родина Якуба Колоса,Историко-культурная ценность,Минская,Столбцовский
27127,9000005124,Комплекс Кальварийского костела,Историко-культурная ценность,Минск,
27128,9000005125,Комплекс сельскохозяйственной академии,Историко-культурная ценность,Могилевская,Горецкий
27129,9000005126,Кремнедобывающие шахты и мастерские,Историко-культурная ценность,Гродненская,Волковысский
27130,9000005127,Крепость,Историко-культурная ценность,Могилевская,
27131,9000005128,Культурный слой древней тер-рии Никольской церкви,Историко-культурная ценность,Могилевская,
27132,9000005129,Культурный слой ядра исторического центра,Историко-культурная ценность,Могилевская,
27133,9000005130,"Купаловский мемориальный заповедник ""Вязыцкое""",Историко-культурная ценность,Минская,Молодечненский
27134,9000005135,Курганный могильник эпохи Киевской Руси,Историко-культурная ценность,Минская,Копыльский
27135,9000005136,Курганный могильник эпохи Киевской Руси,Историко-культурная ценность,Минская,Копыльский
27136,9000005140,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Ветковский
27137,9000005141,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Ветковский
27138,9000005142,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Добрушский
27139,9000005143,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Добрушский
27140,9000005144,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Житковичский
27141,9000005145,Курганный могильник. Ранний феодализм.10-13 вв.,Историко-культурная ценность,Гомельская,Жлобинский
27142,9000005146,Курганный могильник. Ранний феодализм.10-13 вв.,Историко-культурная ценность,Гомельская,Лоевский
27143,9000005147,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Октябрьский
27144,9000005148,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Рогачёвский
27145,9000005149,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Рогачёвский
27146,9000005150,Курганный могильник. Ранний феодализм. 10-13 вв.,Историко-культурная ценность,Гомельская,Светлогорский
27147,9000005151,Курганный могильник (84 кургана),Историко-культурная ценность,Минская,Копыльский
27148,9000005152,"Курганный могильник, XI-XIII вв.",Историко-культурная ценность,Минская,Дзержинский
27149,9000005153,"Курганный могильник, IX-XII вв., 97 курганов",Историко-культурная ценность,Минская,Вилейский
27150,9000005154,"Курганый могильник (IX-XIII вв.), 97 курганов",Историко-культурная ценность,Минская,Вилейский
27151,9000005155,"Курганный могильник, XI в.",Историко-культурная ценность,Минская,Мядельский
27152,9000005158,Курганный могильник VI-XII вв.,Историко-культурная ценность,Минская,Мядельский
27153,9000005159,Курганный могильник (29 курганов диаметром 20 м),Историко-культурная ценность,Минская,Логойский
27154,9000005160,Курганный могильник,Историко-культурная ценность,Минская,
27155,9000005161,Курганный могильник,Историко-культурная ценность,Минская,Мядельский
27156,9000005162,Курганный могильник (54 насыпи),Историко-культурная ценность,Минская,Логойский
27157,9000005163,"Курганный могильник, 65 насыпей",Историко-культурная ценность,Минская,Логойский
27158,9000005164,Курганный могильник,Историко-культурная ценность,Минская,Логойский
27159,9000005165,Курганный могильник,Историко-культурная ценность,Минская,Логойский
27160,9000005166,Курганный могильник,Историко-культурная ценность,Минская,Слуцкий
27161,9000005167,Курганный могильник,Историко-культурная ценность,Минская,Молодечненский
27162,9000005168,Курганный могильник,Историко-культурная ценность,Минская,Молодечненский
27163,9000005169,Курганный могильник,Историко-культурная ценность,Минская,Логойский
27164,9000005170,Курганный могильник,Историко-культурная ценность,Минская,Борисовский
27165,9000005171,Курганный могильник,Историко-культурная ценность,Минская,Борисовский
27166,9000005172,Курганный могильник,Историко-культурная ценность,Минская,Борисовский
27167,9000005175,Лошицкий усадебно-парковый комплекс,Историко-культурная ценность,Минск,
27168,9000005176,Мемориальный ансамбль гарнизонное кладбище,Историко-культурная ценность,Брестская,
27169,9000005177,"Мемориальный заповедник ""Левки""",Историко-культурная ценность,Витебская,Оршанский
27170,9000005178,"Мемориальный комплекс ""Брестская крепость-герой""",Историко-культурная ценность,Брестская,
27171,9000005179,"Мемориальный комплекс ""Дальва""",Историко-культурная ценность,Минская,Логойский
27172,9000005180,"Мемориальный комплекс ""Держиново""",Историко-культурная ценность,Минская,Столбцовский
27173,9000005182,Мем. ком-кс советско-польского боевого содружества,Историко-культурная ценность,Могилевская,Горецкий
27174,9000005183,"Мемориальный комплекс ""Остров Зыславль""",Историко-культурная ценность,Минская,Любанский
27175,9000005184,"Мемориальный комплекс ""Проклятие фашизму""",Историко-культурная ценность,Витебская,Докшицкий
27176,9000005185,"Мемориальный комплекс ""Прорыв""",Историко-культурная ценность,Витебская,Ушачский
27177,9000005186,"Мемориальный комплекс ""Рыленки""",Историко-культурная ценность,Витебская,Дубровенский
27178,9000005187,"Мемориальный комплекс ""Хатынь""",Историко-культурная ценность,Минская,Логойский
27179,9000005188,Мемориальный комплекс 206.5 тыс. жертвам фашизма,Историко-культурная ценность,Минская,Минский
27180,9000005213,Больтеники,Историко-культурная ценность,Гродненская,Вороновский
27181,9000005218,Парк им. А.С. Суворова,Историко-культурная ценность,Брестская,
27182,9000005221,"Парк ""Леаньковичи""",Историко-культурная ценность,Брестская,Столинский
27183,9000005223,"Парк ""Поречье""",Историко-культурная ценность,Брестская,Пинский
27184,9000005227,"Парк ""Совейки""",Историко-культурная ценность,Брестская,Ляховичский
27185,9000005234,Селище,Историко-культурная ценность,Брестская,Пинский
27186,9000005239,Селище,Историко-культурная ценность,Брестская,Столинский
27187,9000005240,Селище,Историко-культурная ценность,Брестская,Столинский
27188,9000005241,Селище,Историко-культурная ценность,Брестская,Столинский
27189,9000005242,Селище,Историко-культурная ценность,Гродненская,Волковысский
27190,9000005243,Селище,Историко-культурная ценность,Гродненская,Волковысский
27191,9000005244,Селище,Историко-культурная ценность,Гродненская,Гродненский
27192,9000005245,Селище,Историко-культурная ценность,Гродненская,Лидский
27193,9000005250,Селище,Историко-культурная ценность,Могилевская,Быховский
27194,9000005251,Селище,Историко-культурная ценность,Могилевская,Могилевский
27195,9000005253,Селище. Железный век. 6-13 вв.,Историко-культурная ценность,Могилевская,Быховский
27196,9000005254,Селище. Железный век. 2-9 вв.,Историко-культурная ценность,Могилевская,Глусский
27197,9000005256,Селище. Ранний железный век. 4-8 вв.,Историко-культурная ценность,Гродненская,Сморгонский
27198,9000005257,Селище. Ранний железный век. 2-9 вв.,Историко-культурная ценность,Могилевская,Быховский
27199,9000005258,Селище. Ранний железный век. 2-5 вв.,Историко-культурная ценность,Могилевская,Быховский
27200,9000005259,Селище. Железный век. 2-9 вв.,Историко-культурная ценность,Могилевская,Быховский
27201,9000005261,Селище. ранний железный век. Ранний феодализм.,Историко-культурная ценность,Могилевская,Осиповичский
27202,9000005266,Селище. Ранний феодализм. 10-18 вв.,Историко-культурная ценность,Витебская,
27203,9000005267,Селище. Феодализм. 10-16 вв.,Историко-культурная ценность,Могилевская,Чаусский
27204,9000005270,Селище-1. Неолит и ранний феодализм,Историко-культурная ценность,Гомельская,Житковичский
27205,9000005271,Селище-1. Ранний железный век,Историко-культурная ценность,Гомельская,Житковичский
27206,9000005275,Селище-2 и бескурганный могильник,Историко-культурная ценность,Гомельская,Житковичский
27207,9000005276,Селище-3. ранний железный век,Историко-культурная ценность,Гомельская,Житковичский
27208,9000005277,Селище VI-IIX вв.,Историко-культурная ценность,Минская,Борисовский
27209,9000005278,"Сельское поселение, курганный могильник",Историко-культурная ценность,Витебская,
27211,9000005281,Стоянка,Историко-культурная ценность,Брестская,Ивацевичский
27212,9000005284,Стоянка,Историко-культурная ценность,Гродненская,Ивьевский
27213,9000005285,Стооянка,Историко-культурная ценность,Гродненская,Ивьевский
27214,9000005287,"Стоянка. Мезолит, бронзовый век. 6-2 тыс. до н.э.",Историко-культурная ценность,Гомельская,Гомельский
27215,9000005288,Стоянка. Мезолит. 8-6 тыс. до н.э.,Историко-культурная ценность,Гомельская,Светлогорский
27216,9000005289,Стоянка. Неолит. 2 тыс. до н.э.,Историко-культурная ценность,Гродненская,Лидский
27217,9000005290,"Стоянка, селище-1. Неолит",Историко-культурная ценность,Гомельская,Жлобинский
27218,9000005291,"Стоянка, селище-2. Неолит",Историко-культурная ценность,Гомельская,Житковичский
27219,9000005296,"Территория лагеря смерти ""Малый Тростенец""",Историко-культурная ценность,Минск,
27220,9000005297,Территория Троицкого посада средневекового Могилева 16-18 вв.,Историко-культурная ценность,Могилевская,
27221,9000005319,Усадебно-парковый комплекс,Историко-культурная ценность,Брестская,Брестский
27222,9000005320,Усадебно-парковый комплекс,Историко-культурная ценность,Брестская,Дрогичинский
27223,9000005321,Усадебно-парковый комплекс,Историко-культурная ценность,Брестская,Ляховичский
27224,9000005322,Усадебно-парковый комплекс,Историко-культурная ценность,Брестская,Ляховичский
27225,9000005323,Усадебный комплекс,Историко-культурная ценность,Брестская,Берёзовский
27226,9000005324,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Браславский
27227,9000005325,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Верхнедвинский
27228,9000005326,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Миорский
27229,9000005327,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Миорский
27230,9000005328,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Оршанский
27231,9000005329,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Сенненский
27232,9000005330,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Ушачский
27233,9000005331,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Шарковщинский
27234,9000005332,Усадебно-парковый комплекс,Историко-культурная ценность,Витебская,Шарковщинский
27235,9000005333,Усадебно-парковый комплекс,Историко-культурная ценность,Гродненская,Новогрудский
27236,9000005334,Усадебно-парковый комплекс,Историко-культурная ценность,Гродненская,Свислочский
27237,9000005335,Усадебно-парковый комплекс,Историко-культурная ценность,Гродненская,Щучинский
27238,9000005336,Усадебно-парковый комплекс,Историко-культурная ценность,Гомельская,Жлобинский
27239,9000005337,Усадебно-парковый комплекс,Историко-культурная ценность,Гомельская,Лоевский
27240,9000005339,Усадебно-парковый комплекс,Историко-культурная ценность,Могилевская,Быховский
27241,9000005340,"Усадебно-парковый комплекс ""Альбертин""",Историко-культурная ценность,Гродненская,Слонимский
27242,9000005342,"Усадебно-парковый комплекс ""Краски""",Историко-культурная ценность,Гродненская,Волковысский
27243,9000005345,Усадебный дом,Историко-культурная ценность,Брестская,Пинский
27244,9000005347,"Усадебный комплекс ""Низголово""",Историко-культурная ценность,Витебская,Бешенковичский
27245,9000005357,Усадьба,Историко-культурная ценность,Витебская,Браславский
27246,9000005361,Усадьба,Историко-культурная ценность,Гомельская,Добрушский
27247,9000005367,Усадьба,Историко-культурная ценность,Гродненская,Волковысский
27248,9000005372,Усадьба,Историко-культурная ценность,Гродненская,Сморгонский
27249,9000005374,Усадьба,Историко-культурная ценность,Гродненская,Щучинский
27250,9000005387,Усадьба Ф. Богушевича,Историко-культурная ценность,Гродненская,Сморгонский
27251,9000005394,Центральная часть д Жировичи,Историко-культурная ценность,Гродненская,Слонимский
27252,9000005348,Успенский монастырь,Историко-культурная ценность,Могилевская,Мстиславский
27253,9000005344,"Усадебно-парковый комплекс ""Понемунь""",Историко-культурная ценность,Гродненская,Гродненский
27254,9000005298,Троицкий монастырь базилианок,Историко-культурная ценность,Минск,
27255,9000005295,Стоянка-2. Неолит и бронзовый век. 4-2 тыс. до н.э,Историко-культурная ценность,Гомельская,Мозырский
27256,9000005294,Стоянка- 2. Каменный и бронзовый век,Историко-культурная ценность,Гродненская,Дятловский
27257,9000005292,"Стоянка, Селище-3",Историко-культурная ценность,Гомельская,Калинковичский
27258,9000005293,Стоянка-1. Бронзовый век. 2 тыс. до н.э.,Историко-культурная ценность,Гомельская,Кормянский
27259,9000005286,Стоянка,Историко-культурная ценность,Гродненская,Лидский
27260,9000005273,Селище 1-2-3. Ранний железный век,Историко-культурная ценность,Гомельская,Житковичский
27261,9000005269,"Селище-1. Железный век, ранний феодализм",Историко-культурная ценность,Могилевская,Глусский
27262,9000005265,Селище. Ранний железный век и феодализм,Историко-культурная ценность,Гомельская,Житковичский
27263,9000005264,Селище. Ранний железный век,Историко-культурная ценность,Гомельская,Петриковский
27264,9000005263,Селище. Ранний железный век. 5-3 вв. до н.э.,Историко-культурная ценность,Гомельская,Речицкий
27265,9000005262,Селище. Ранний железный век. 5 в. до н.э.-13 в н.э,Историко-культурная ценность,Гомельская,Житковичский
27266,9000005260,"Селище. Железный век, ранний феодализм. 2-13 вв.",Историко-культурная ценность,Могилевская,Глусский
27267,9000005255,"Селище. Железный век, ранний феодализм. 2-9 вв.",Историко-культурная ценность,Могилевская,Глусский
27268,9000005252,Селище. Железный век. 2-5 вв.,Историко-культурная ценность,Могилевская,Глусский
27269,9000005194,Палаца-парковый ансамбль,Историко-культурная ценность,Минская,Воложинский
27270,9000005195,Памятное место Буйничское поле,Историко-культурная ценность,Могилевская,Могилевский
27271,9000005196,"Памятное место, связанное с событиями ОВ 1812 г.",Историко-культурная ценность,Минская,Борисовский
27272,9000005001,Августовский канал,Историко-культурная ценность,Гродненская,Гродненский
27273,9000005006,Архитектурный ансамбль центра д Ворняны,Историко-культурная ценность,Гродненская,Островецкий
27274,9000005007,Березинская водная система,Историко-культурная ценность,Витебская,Лепельский
27275,9000005008,Березовская ГРЭС,Историко-культурная ценность,Брестская,Берёзовский
27276,9000005010,Ботанический сад АН Республики Беларусь,Историко-культурная ценность,Минск,
27277,9000005013,Бывший Губернаторский сад (парк им. Горького),Историко-культурная ценность,Минск,
27278,9000005016,Воинское кладбище (ул. Белуша) XIX-XX вв.,Историко-культурная ценность,Гродненская,
27279,9000005083,Дворцово-парковый комплекс,Историко-культурная ценность,Гродненская,Ивьевский
27280,9000005097,Замок Пищалы,Историко-культурная ценность,Минск,
27281,9000005103,Замчище,Историко-культурная ценность,Витебская,Миорский
27282,9000005105,Застройка площади Независимости,Историко-культурная ценность,Минск,
27283,9000005106,Застройка центральной усадьбы колхоза,Историко-культурная ценность,Гродненская,Берестовицкий
27284,9000005108,Застройка центральной усадьбы колхоза,Историко-культурная ценность,Брестская,Каменецкий
27285,9000005109,"Застройка центральной усадьбы совхоза ""Малеч""",Историко-культурная ценность,Брестская,Берёзовский
27286,9000005121,Комплекс зданий 1 клинической больницы,Историко-культурная ценность,Минск,
27287,9000005122,Комплекс зданий БГПА,Историко-культурная ценность,Минск,
27288,9000005123,Комплекс зданий БГУ,Историко-культурная ценность,Минск,
27289,9000005131,Курган Бессмертия,Историко-культурная ценность,Гродненская,
27290,9000005133,Курганный могильник,Историко-культурная ценность,Брестская,Брестский
27291,9000005181,"Мемориальный комплекс ""Дремлево""",Историко-культурная ценность,Брестская,Жабинковский
27292,9000005189,Место базирования подпольных ОК КПБ и ОК ЛКСМБ,Историко-культурная ценность,Брестская,Ивацевичский
27293,9000005193,Остатки замка,Историко-культурная ценность,Брестская,Жабинковский
27294,9000005203,Парк,Историко-культурная ценность,Витебская,Поставский
27295,9000005204,Парк,Историко-культурная ценность,Гомельская,Октябрьский
27296,9000005205,Парк,Историко-культурная ценность,Гомельская,Петриковский
27297,9000005206,Парк,Историко-культурная ценность,Гомельская,Петриковский
27298,9000005207,Парк,Историко-культурная ценность,Гомельская,Рогачёвский
27299,9000005208,Парк,Историко-культурная ценность,Гомельская,Рогачёвский
27300,9000005210,Парк,Историко-культурная ценность,Гродненская,Вороновский
27301,9000005211,Парк,Историко-культурная ценность,Гродненская,Гродненский
27302,9000005212,Парк,Историко-культурная ценность,Гродненская,Свислочский
27303,9000005216,"Парк ""Дубой""",Историко-культурная ценность,Брестская,Пинский
27304,9000005219,Парк им. Я. Купалы,Историко-культурная ценность,Минск,
27305,9000005220,Парк культуры и отдыха им. Челюскинцев,Историко-культурная ценность,Минск,
27306,9000005222,Парк Победы,Историко-культурная ценность,Минск,
27307,9000005224,"Парк ""Румлево""",Историко-культурная ценность,Гродненская,
27308,9000005225,"Парк ""Своятичи""",Историко-культурная ценность,Брестская,Ляховичский
27309,9000005229,Парк. 18 в.,Историко-культурная ценность,Гомельская,Брагинский
27310,9000005230,Планировка и застройка деревни,Историко-культурная ценность,Брестская,Кобринский
27311,9000005231,Площадь Победы,Историко-культурная ценность,Минск,
27312,9000005233,Селище,Историко-культурная ценность,Брестская,Пинский
27313,9000005235,Селище,Историко-культурная ценность,Брестская,Пинский
27314,9000005236,Селище,Историко-культурная ценность,Брестская,Столинский
27315,9000005237,Селище,Историко-культурная ценность,Брестская,Столинский
27316,9000005238,Селище,Историко-культурная ценность,Брестская,Столинский
27317,9000005246,Селище,Историко-культурная ценность,Гродненская,Слонимский
27318,9000005268,Селище-1,Историко-культурная ценность,Брестская,Столинский
27319,9000005274,Селище-2,Историко-культурная ценность,Брестская,Столинский
27320,9000005279,"Стадион ""Динамо""",Историко-культурная ценность,Минск,
27321,9000005280,"Стеклозавод ""Неман""",Историко-культурная ценность,Гродненская,Лидский
27322,9000005282,Стоянка (археолог.),Историко-культурная ценность,Гродненская,
27323,9000005283,Стоянка,Историко-культурная ценность,Брестская,Ляховичский
27324,9000005299,Тугановичский парк,Историко-культурная ценность,Брестская,Барановичский
27325,9000005346,Усадебный дом,Историко-культурная ценность,Гродненская,Гродненский
27326,9000005349,Усадьба,Историко-культурная ценность,Брестская,Барановичский
27327,9000005350,Усадьба,Историко-культурная ценность,Брестская,Брестский
27328,9000005351,Усадьба,Историко-культурная ценность,Брестская,Брестский
27329,9000005352,Усадьба,Историко-культурная ценность,Брестская,Ганцевичский
27330,9000005353,Усадьба,Историко-культурная ценность,Брестская,Дрогичинский
27331,9000005354,Усадьба,Историко-культурная ценность,Брестская,Каменецкий
27332,9000005355,Усадьба,Историко-культурная ценность,Брестская,Ляховичский
27333,9000005356,Усадьба,Историко-культурная ценность,Брестская,Ляховичский
27334,9000005362,Усадьба,Историко-культурная ценность,Гомельская,Калинковичский
27335,9000005363,Усадьба,Историко-культурная ценность,Гомельская,Хойникский
27336,9000005364,Усадьба,Историко-культурная ценность,Гомельская,Хойникский
27337,9000005365,Усадьба,Историко-культурная ценность,Гродненская,Берестовицкий
27338,9000005368,Усадьба,Историко-культурная ценность,Гродненская,Дятловский
27339,9000005369,Усадьба,Историко-культурная ценность,Гродненская,Кореличский
27340,9000005370,Усадьба,Историко-культурная ценность,Гродненская,Лидский
27341,9000005371,Усадьба,Историко-культурная ценность,Гродненская,Лидский
27342,9000005373,Усадьба,Историко-культурная ценность,Гродненская,Щучинский
27343,9000005380,Усадьба Здравнево.,Историко-культурная ценность,Витебская,Витебский
27344,9000005390,Усадьба. Парк,Историко-культурная ценность,Витебская,Глубокский
27345,9000005393,Усадьба. Парк,Историко-культурная ценность,Витебская,Чашникский
27346,9000005395,Центральная часть проспекта им. Ф. Скорины,Историко-культурная ценность,Минск,
27347,9000005396,Центральный сквер,Историко-культурная ценность,Минск,
27348,9000005397,Форт № 5,Историко-культурная ценность,Брестская,Брестский
27349,9000005209,Парк,Историко-культурная ценность,Гродненская,Волковысский
27350,9000005366,Усадьба,Историко-культурная ценность,Гродненская,Волковысский
27351,9000005174,"Лагерь смерти (Фалюш,6)",Историко-культурная ценность,Гродненская,
27352,9000005399,Францисканские католич. и правосл. кладбища,Историко-культурная ценность,Гродненская,
27353,9000005092,Еврейское кладбище (ул. Поповича) 1793-1970 гг.,Историко-культурная ценность,Гродненская,
27354,9000005232,Православное и католическое кладбища,Историко-культурная ценность,Гродненская,
27355,9000005079,Дворцово-парковый ансамбль Рованичи,Историко-культурная ценность,Минская,Червенский
27356,9000005104,"Замчище, XII век",Историко-культурная ценность,Минская,
27357,9000005113,Историчечкий центр города Заславля,Историко-культурная ценность,Минская,
27358,9000005134,Курганный могильник,Историко-культурная ценность,Минская,Борисовский
27359,9000005137,Курганный могильник (145 курганов),Историко-культурная ценность,Минская,Логойский
27360,9000005138,Курганный могильник (татарские могилы),Историко-культурная ценность,Минская,Березинский
27361,9000005156,"Курганный могильник, IIX-XIII вв.",Историко-культурная ценность,Минская,Березинский
27362,9000005157,"Курганный могильник, XI век",Историко-культурная ценность,Минская,Мядельский
27363,9000005173,Курганный могильник-1,Историко-культурная ценность,Минская,Березинский
27364,9000005190,Могильник № 6,Историко-культурная ценность,Минская,
27365,9000005247,Селище,Историко-культурная ценность,Минская,Борисовский
27366,9000005248,Селище,Историко-культурная ценность,Минская,Борисовский
27367,9000005249,Селище,Историко-культурная ценность,Минская,Логойский
27368,9000005305,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Клецкий
27369,9000005306,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Копыльский
27370,9000005307,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Копыльский
27371,9000005308,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Молодечненский
27372,9000005309,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Молодечненский
27373,9000005310,Усадебно-парковый ансамбль д Большие Новоселки,Историко-культурная ценность,Минская,Дзержинский
27374,9000005311,Усадебно-парковый ансамбль д Станьково,Историко-культурная ценность,Минская,Дзержинский
27375,9000005315,Усадебно-парковый ансамбль Радивилимонты,Историко-культурная ценность,Минская,Клецкий
27376,9000005316,"Усадебно-парковый ансамбль, XV-XVI вв.",Историко-культурная ценность,Минская,Мядельский
27377,9000005317,"Усадебно-парковый ансамбль, начало XX века",Историко-культурная ценность,Минская,Мядельский
27378,9000005318,"Усадебно-парковый ансамбль, XIX век",Историко-культурная ценность,Минская,Мядельский
27379,9000005341,Усадебно-парковый комплекс конца XIX стол.,Историко-культурная ценность,Минская,Молодечненский
27380,9000005343,Усадебный комплекс начала XX века,Историко-культурная ценность,Минская,Мядельский
27381,9000005375,Усадьба,Историко-культурная ценность,Минская,Борисовский
27382,9000005382,Усадьба конца XIX стол.,Историко-культурная ценность,Минская,Молодечненский
27383,9000005388,"Усадьба (костел, парк), XIX век",Историко-культурная ценность,Минская,Вилейский
27384,9000005389,Усадьба XIX века д Волма,Историко-культурная ценность,Минская,Дзержинский
27385,9000005398,Фрагменты дворцово-паркового ансамбля Смиловичи,Историко-культурная ценность,Минская,Червенский
27386,9000005300,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Вилейский
27387,9000005301,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Вилейский
27388,9000005302,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Вилейский
27389,9000005303,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Вилейский
27390,9000005304,Усадебно-парковый ансамбль,Историко-культурная ценность,Минская,Воложинский
27391,9000005312,Усадебно-парковый ансамбль Андрованж,Историко-культурная ценность,Минская,Воложинский
27392,9000005314,"Усадебно-парковый ансамбль ""Пятевщина""",Историко-культурная ценность,Минская,Минский
27393,9000005379,Усадьба Двор Стайки,Историко-культурная ценность,Минская,Вилейский
27394,9000005381,Усадьба Каралиново,Историко-культурная ценность,Минская,Воложинский
27395,9000005383,Усадьба Лукавец,Историко-культурная ценность,Минская,Вилейский
27396,9000005384,Усадьба Матьковцы,Историко-культурная ценность,Минская,Вилейский
27397,9000005385,Усадьба Ободовцы,Историко-культурная ценность,Минская,Вилейский
27398,9000005228,Парк Цитава,Историко-культурная ценность,Минская,Пуховичский
27399,9000005191,Музей природы и экологии,Историко-культурная ценность,Минская,Узденский
27400,9000005338,Усадебно-парковый комплекс,Историко-культурная ценность,Минская,Пуховичский
27401,9000005376,Усадьба Бонч-Осмоловского,Историко-культурная ценность,Минская,Пуховичский
27402,9000005386,Усадьба помещика,Историко-культурная ценность,Минская,Пуховичский
27403,9000005214,"Парк ""Альба""",Историко-культурная ценность,Минская,Несвижский
27404,9000005377,Усадьба Великая Липа,Историко-культурная ценность,Минская,Несвижский
