OBJECTNUMBER,NAMEOBJECT,NAMEOBJECTBELRUS,NAME,NAMEREGION,NAMEDISTR,NAMESELSOVET
71978,"""Колос""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71983,"""Лаванда луговая""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
83510,"""Лесная крыница""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71981,"""Лесная ромашка""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
83513,"""Любители сада""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71977,"""Нива-4""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71987,"""Пралеска-Сад""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71995,"""Ребуска""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71976,"""Связист-Деражня""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71974,"""Сосновый бор""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71982,"""У трёх дубов""",-,Садоводческое товарищество,Гомельская,Речицкий,Солтановский
71894,"""Весна""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71898,"""Геолог-Лиски""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71893,"""Геотехник""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
83511,"""Зори над Лисками""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71906,"""Зори над околицей""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71905,"""Меркурий""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71900,"""Механизатор-Ведрич""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71903,"""Райсельхозхимия"" МУОС",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71901,"""Родник-А""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71896,"""Таежное""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71895,"""Тампонажник""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71899,"""Трубник-Лиски""",-,Садоводческое товарищество,Гомельская,Речицкий,Лисковский
71951,"""Буровик-1""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
83516,"""Ведрич-сад""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
71955,"""Дом у Днепра""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
83514,"""Сияние воды""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
71952,"""Совхоз-техникум""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
71953,"""Судостроитель-плюс""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
83512,"""Унорица""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
71959,"""Энергетик-81""",-,Садоводческое товарищество,Гомельская,Речицкий,Озерщинский
83509,"""Восход-Коростень""",-,Садоводческое товарищество,Гомельская,Речицкий,Пересвятовский
71970,"""Керамик-луг""",-,Садоводческое товарищество,Гомельская,Речицкий,Пересвятовский
83517,"""Лужок в Ребусе""",-,Садоводческое товарищество,Гомельская,Речицкий,Пересвятовский
71962,"""РоторРем""",-,Садоводческое товарищество,Гомельская,Речицкий,Пересвятовский
71969,"""Свитанок""",-,Садоводческое товарищество,Гомельская,Речицкий,Пересвятовский
71998,"""Береза""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Запольский
71999,"""Березка Рогачевского района""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Запольский
72000,"""Березка-2""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Запольский
72003,"""Вишенка""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Запольский
72002,"""Дорожник""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Запольский
72001,"""Калинка""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Запольский
72004,"""Марусино""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Запольский
72006,"""Добрица""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Кистеневский
72014,"""Надежда""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Кистеневский
72007,"""Рогачевское приозерье""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Кистеневский
72008,"""Друть""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Старосельский
71997,"""Оптик""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Старосельский
72010,"""Полесье"" Рогачевского района",-,Садоводческое товарищество,Гомельская,Рогачёвский,Старосельский
72009,"""Пчелка-4""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Старосельский
72012,"""Ручеек-1""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Старосельский
72015,"""Ручеек-2""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Старосельский
72011,"""Сосна""",-,Садоводческое товарищество,Гомельская,Рогачёвский,Старосельский
72022,"""Аист""",-,Садоводческое товарищество,Гомельская,Светлогорский,Боровиковский
72021,"""Боровик""",-,Садоводческое товарищество,Гомельская,Светлогорский,Боровиковский
72019,"""Еланы""",-,Садоводческое товарищество,Гомельская,Светлогорский,Боровиковский
72023,"""Нефтяник""",-,Садоводческое товарищество,Гомельская,Светлогорский,Боровиковский
72020,"""Родник""",-,Садоводческое товарищество,Гомельская,Светлогорский,Боровиковский
72017,"""Богданов хутор""",-,Садоводческое товарищество,Гомельская,Светлогорский,Осташковичский
72016,"""Химик""",-,Садоводческое товарищество,Гомельская,Светлогорский,Осташковичский
72029,"""Автомобилист""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72028,"""Березина""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72037,"""Бумажник""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72027,"""Буровик""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72031,"""Домостроитель""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72030,"""Мелиоратор""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72038,"""Мечта""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72032,"""Монтажник""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72035,"""Надежда""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72026,"""Ранет""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72024,"""Рассовская Радуга""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72025,"""Росинка""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72036,"""Связист""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72033,"""Строитель""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72034,"""Стужки-Урожай""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72039,"""Уречье""",-,Садоводческое товарищество,Гомельская,Светлогорский,Чирковичский
72018,"""Сосновый Бор""",-,Садоводческое товарищество,Гомельская,Светлогорский,Сосновоборский
68924,"""Ветеран - Волковыск""",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68914,"""Вишенка"" г.Волковыска",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68933,"""Газовик"" Волковысского района",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68936,"""Кооператор № 1""",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68922,"""Лесная поляна в Лесняках""",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68913,"""Надзея - ПЕД""",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68912,"""Пролеска - 2 Волковысского района""",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68940,"""Сосновый бор Волковысского района""",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68935,"""Тополек Волковысского района""",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68934,"""Урожай"" Волковысского района",-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68893,Березовая Роща,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68892,Василек,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68925,Ветеран-2,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68926,Ветеран-3,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68932,Дорожник-2,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68938,Залесье,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68943,Здоровье,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68921,Лесное,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68895,Литейщик-2,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68916,Машиностроитель,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68941,Машиностроитель-2,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68923,Пролеска,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68894,Яново,-,Садоводческое товарищество,Гродненская,Волковысский,Волковысский
68901,"""Волковысская криница""","""Ваўкавыская крыніца""",Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68918,"""Зелёный луг Волковысского района""",-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68903,"""Коммунальник-2""","""Камунальнік-2""",Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
84177,"""Маргарита"" Волковысского района",-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68919,"""Надежда"" Волковысского района",-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
85372,"""Санаторий Волковыск""",-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68930,Автомобилист,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68937,Виктория,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68907,Дорожник,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68906,Дружба,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68910,Заря,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68911,Кооператор-2,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68908,Локомотив-2,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68928,Путеец,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68929,Раница,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68909,Свитанак,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68917,Электрон,-,Садоводческое товарищество,Гродненская,Волковысский,Гнезновский
68942,"""Озерки - 2""",-,Садоводческое товарищество,Гродненская,Волковысский,Красносельский
68920,"""Озерки""",-,Садоводческое товарищество,Гродненская,Волковысский,Красносельский
68915,"""Сосенки""",-,Садоводческое товарищество,Гродненская,Волковысский,Красносельский
68900,Вишенка,-,Садоводческое товарищество,Гродненская,Волковысский,Субочский
68904,Высота,-,Садоводческое товарищество,Гродненская,Волковысский,Субочский
68905,Криница СМТ-32,-,Садоводческое товарищество,Гродненская,Волковысский,Субочский
68898,Лесная сказка,-,Садоводческое товарищество,Гродненская,Волковысский,Субочский
68899,Сапожок,-,Садоводческое товарищество,Гродненская,Волковысский,Субочский
68902,Сирень,-,Садоводческое товарищество,Гродненская,Волковысский,Субочский
68939,"""Росский авиатор""",-,Садоводческое товарищество,Гродненская,Волковысский,Росский
68896,Авиатор-2,-,Садоводческое товарищество,Гродненская,Волковысский,Росский
68897,Авиатор-3,-,Садоводческое товарищество,Гродненская,Волковысский,Росский
68927,Березка,-,Садоводческое товарищество,Гродненская,Волковысский,Росский
68944,Купалинка,-,Садоводческое товарищество,Гродненская,Волковысский,Росский
68931,Родничок,-,Садоводческое товарищество,Гродненская,Волковысский,Росский
69023,"""Мелиоратор-Новосяды"" Вороновского района","""Меліяратар-Навасяды"" Воранаўскага раёна",Садоводческое товарищество,Гродненская,Вороновский,Беняконский
69022,"""Родник Вороновского района""","""Крыніца Воранаўскага раёна""",Садоводческое товарищество,Гродненская,Вороновский,Беняконский
69021,"""Берёзка"" Вороновского района","""Бярозка"" Воранаўскага раёна",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69018,"""Вороновка""","""Воранаўка""",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69026,"""Дубки-Вороново""","""Дубкі-Воранава""",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69019,"""Кооператор-Вороново""","""Кааператар-Воранава""",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69025,"""Луч Вороновского района""","""Прамень Воранаўскага раёна""",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69020,"""Механизатор Вороновского района""","""Механізатар Воранаўскага раёна""",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69017,"""Сосны Вороновского района""","""Сосны Воранаўскага раёна""",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69024,"""Чабарок Вороновского района""","""Чабарок Воранаўскага раёна""",Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69016,Вишня,-,Садоводческое товарищество,Гродненская,Вороновский,Переганцевский
69399,"""Автомобилист-Тарусичи""","""Аўтамабіліст-Тарусічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69404,"""Аккорд"" Гродненский район",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69401,"""Алеся-Каролино""","""Алеся-Караліно""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69413,"""Афган""","""Афган""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69429,"""Богатыри-Польные""","""Багатыры-Польныя""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69423,"""Будовник"" д.Адамовичи","""Будаўнік"" в.Адамавічы",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69436,"""Верховина-Адамовичи""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69433,"""Виктория-Барановичи""","""Вікторыя-Баранавічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69431,"""Вишня"" Гродненского района",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69438,"""Волга-Тарусичи""","""Волга-Тарусічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69460,"""Горицвет""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69483,"""Дары природы"" д. Баля Сольная","""Дары прыроды"" в. Баля Сольная",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69469,"""Динамовец"" д.Каролино","""Дынамавец"" в.Караліно",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69466,"""Дорожник Гродненского района""","""Дарожнік Гродзенскага раёна""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69475,"""Дубрава"" Гродненского района","""Дубрава"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
91010,"""Железнодорожник""","""Чыгуначнік""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69487,"""Журавинка-Каролино""","""Журавінка-Караліно""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69499,"""Здоровье-2009""","""Здароўе-2009""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69506,"""Зеленый гай""","""Зялёны гай""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69500,"""Зорька-Тарусичи""","""Зорка-Тарусічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69543,"""Кобачок""","""Кабачок""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69533,"""Колокольчик"" д.Каролино","""Званочак"" в.Караліно",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69529,"""Коммунальник-Гродно""","""Камунальнік-Гродна""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69536,"""Криничка""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69546,"""Криничка-1""","""Крынічка-1""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69572,"""Ласунак-Дубница""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69560,"""Лесная поляна"" Гродненского района","""Лясная паляна"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69568,"""Лесное-4""","""Лясное-4""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69392,"""Летний отдых""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69555,"""Лето"" Гродненского района","""Лета"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
90693,"""Магистраль"" Гродненского района","""Магістраль"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69581,"""Медик"" д.Тарусичи",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69584,"""Меридиан""","""Мерыдыян""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69586,"""Мичуринец"" Гродненского района","""Мічурынец"" Гродзенскаго раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69588,"""Монтажник""","""Мантажнік""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69761,"""Мохнатый шмель""","""Махнаты чмель""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69601,"""Незабудка д.Каролино""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69600,"""Нектар-Гродно""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69599,"""Неман""","""Нёман""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69621,"""Отдых"" д. Тарусичи","""Адпачынак"" в. Тарусічы",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69645,"""Папараць-Стрельчики""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69625,"""Патриот-1""","""Патрыёт-1""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69626,"""Пионер""","""Піянер""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69630,"""Пчёлка"" д.Тарусичи","""Пчолка"" в.Тарусічы",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69670,"""РАКИТА-ГРОДНО""","""РАКІТА-ГРОДНА""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69668,"""Родничок-Тарусичи""","""Крынічка-Тарусічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69666,"""Ручеёк-Тарусичи""","""Ручаёк-Тарусічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69706,"""СОФИЕВО""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69410,"""Садовая радуга""","""Садовая вясёлка""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69712,"""Садовод-Баля Сольная""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
92890,"""Салют"" Гродненского района","""Салют"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69708,"""Святск""","""Свяцк""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69678,"""Сигнал-Тарусичи""","""Сігнал-Тарусічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69690,"""Спутник-Каролино""","""Спадарожнік-Караліно""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69704,"""Старт-Каролино""","""Старт-Караліно""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69692,"""Стекольщик-Тарусичи""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69710,"""Суничка д.Стрельчики""","""Сунічка в.Стрэльчыкі""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69713,"""Татарка"" Гродненского района","""Татарка"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69727,"""Театральное-Стрельчики""","""Тэатральнае-Стрэльчыкі""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69717,"""Тонус-Барановичи""","""Тонус-Баранавічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69721,"""Тропинка""","""Сцяжынка""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69730,"""Урожай-Тарусичи""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69735,"""Фауна-Загораны""",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69738,"""Фиалка""","""Фіялка""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69743,"""Хлебопекарное""","""Хлебапякарнае""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69750,"""Чайка-Тарусичи""","""Чайка-Тарусічы""",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69763,"""Шкло"" Гродненского района",-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69764,"""Энергетик-1"" д.Тарусичи","""Энергетык-1"" в.Тарусічы",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69775,"""Юбилейное"" Гродненского района","""Юбілейнае"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69518,50 лет БССР,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69400,Автотранспортник,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69403,Аптечная ромашка,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69414,Астра,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69405,Аэропорт,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69417,Березка,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69446,Весна,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69437,Восход,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69442,Встреча,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69443,Высота,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69453,Галактика,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69459,Гостинец,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69464,Доблесть,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69465,Домостроитель,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69470,Дружба-1,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69474,Друзья,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69485,Елочка,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69490,Загораны,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69510,Загороднее,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69496,Зеленый парус,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69502,Золотая осень,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69501,Золушка,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69523,Калинка,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69540,Кедр,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69570,Лесное-2,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69596,Майское,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69577,Маки,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69580,Мечта,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69609,Наташа,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69617,Океан,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69628,Пирожок,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69627,Пламя,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69632,Полет,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69648,Пралеска-2,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69650,Приволье,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69703,Салют-3,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69677,Сельский строитель,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69681,Смена,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69695,Смородинка,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69682,Солнышко,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69691,Спутник-2,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69693,Строитель,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69729,Улыбка,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69733,Университетское,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69777,Яблочко,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69516,им.8 Марта,-,Садоводческое товарищество,Гродненская,Гродненский,Подлабенский
69411,"""Адпачынак - Гожа""","""Адпачынак - Гожа""",Садоводческое товарищество,Гродненская,Гродненский,Гожский
69435,"""Вертикаль Супер""","""Вертыкаль Супер""",Садоводческое товарищество,Гродненская,Гродненский,Гожский
69473,"""Дружное-Привалки""","Дружнае-Прывалкі""",Садоводческое товарищество,Гродненская,Гродненский,Гожский
69476,"""Дубок"" Гродненского района","""Дубок"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Гожский
69493,"""Заболотное""","""Забалотнае""",Садоводческое товарищество,Гродненская,Гродненский,Гожский
69498,"""Зеленая долина"" д.Каменистая","""Зялёная даліна"" в.Камяністая",Садоводческое товарищество,Гродненская,Гродненский,Гожский
69515,"""Искра"" Гродненского района","""Іскра"" Гродзенскага раёна",Садоводческое товарищество,Гродненская,Гродненский,Гожский
