"OBJECTNUMB,N,19,11","NAMEOBJECT,C,50","NAMEREGION,C,50","NAMEDISTR,C,50","NAMESETTLE,C,50","XCOORD,N,19,11","YCOORD,N,19,11"
"71188,00000000000","""ПРОГРЕССИВНЫЙ""",Минская обл.,Молодечненский р-н,д. Суринты,"54,24166207590","27,04246816820"
"71259,00000000000","""ПРОЕКТИРОВЩИК""",Минская обл.,Молодечненский р-н,"д. Пралески
","54,10610821010","27,16585328160"
"71208,00000000000","""ПРЫТУЛАК""",Минская обл.,Молодечненский р-н,д. Уша,"54,16261010590","27,07298956040"
"71291,00000000000","""ПЧЕЛОВОД""",Минская обл.,Молодечненский р-н,д. Уша 2,"54,07816235770","27,12183557710"
"71205,00000000000","""РАДУГА БЕЛАВТОМАЗ""",Минская обл.,Молодечненский р-н,д. Грунтишки,"54,18494301470","27,06588934920"
"71279,00000000000","""РАДУГА"" ст.Вязынка",Минская обл.,Молодечненский р-н,д. Вязынка,"54,09481718260","27,18823126980"
"71196,00000000000","""РАМОНАК-МАЗ""",Минская обл.,Молодечненский р-н,д. Плебань,"54,21744108110","27,08970488160"
"71277,00000000000","""РАНЕТ-1""",Минская обл.,Молодечненский р-н,"д. Пралески
","54,11306536000","27,16274230920"
"71211,00000000000","""РОДНИК-12""",Минская обл.,Молодечненский р-н,аг. Олехновичи,"54,14883496540","27,09013091700"
"71240,00000000000","""РОДНИК""",Минская обл.,Молодечненский р-н,аг. Олехновичи,"54,13922760930","27,09543119520"
"71238,00000000000","""РОДНИК"" УП ""МИНСКОБЛДОРСТРОЙ""",Минская обл.,Молодечненский р-н,д. Дюблевщина,"54,14307027710","27,11761038400"
"71150,00000000000","""РОДНИЧОК-83""",Минская обл.,Молодечненский р-н,д. Мороськи,"54,33572425170","26,67702229440"
"71245,00000000000","""РОМАНЫ""",Минская обл.,Молодечненский р-н,д. Романы,"54,13352875410","27,10361024410"
"71198,00000000000","""РОМАШКА БЕЛАЯ"" Молодечненского района",Минская обл.,Молодечненский р-н,д. Бояры,"54,19794431190","27,07686188950"
"71227,00000000000","""РОМАШКА В БОЯРАХ""",Минская обл.,Молодечненский р-н,д. Бояры,"54,19014891280","27,08953359410"
"71173,00000000000","""Ромашка"" ст.Татарщизна",Минская обл.,Молодечненский р-н,д. Татарщина,"54,26976130100","26,98400209240"
"71251,00000000000","""РОСИНКА-89""",Минская обл.,Молодечненский р-н,"д. Пралески
","54,10193884940","27,14991853420"
"71166,00000000000","""РОСКВИТ"" АССОЦИАЦИИ БЕЛНХП",Минская обл.,Молодечненский р-н,д. Кривенки,"54,17142454920","27,00806219610"
"71141,00000000000","""РУБИН-2001""",Минская обл.,Молодечненский р-н,д. Заболотье,"54,35115061890","26,78193941140"
"71276,00000000000","""СВИТАНОК-89""",Минская обл.,Молодечненский р-н,"д. Пралески
","54,09309951910","27,17189014080"
"71152,00000000000","""СВЯЗИСТ""",Минская обл.,Молодечненский р-н,д. Малиновщина,"54,32847241910","26,67503219780"
"71229,00000000000","""СИГМА-2002""",Минская обл.,Молодечненский р-н,д. Уша,"54,18555160040","27,10184486210"
"71155,00000000000","""СНЕЖИНКА""",Минская обл.,Молодечненский р-н,д. Мороськи,"54,33545585920","26,71500993000"
"71147,00000000000","""СОЛНЕЧНАЯ ПОЛЯНА"" д.Лозовец",Минская обл.,Молодечненский р-н,д. Лозовец,"54,38292609510","26,91719138980"
"71137,00000000000","""Сосны-2008""",Минская обл.,Молодечненский р-н,аг. Засковичи,"54,41055250220","26,60436400890"
"71212,00000000000","""СТАРИНКИ""",Минская обл.,Молодечненский р-н,аг. Олехновичи,"54,14537719070","27,08347632010"
"71136,00000000000","""СТРОИТЕЛЬ-81""",Минская обл.,Молодечненский р-н,д. Слободка,"54,40610909580","26,76071301030"
"71175,00000000000","""СТРОИТЕЛЬ"" д.Писаревщина",Минская обл.,Молодечненский р-н,д. Малые Кошевники,"54,26627766330","26,98277615540"
"71224,00000000000","""СУПОЛЬНИК""",Минская обл.,Молодечненский р-н,д. Уша,"54,18984172860","27,09647879780"
"71235,00000000000","""СЯБРЫ-83""",Минская обл.,Молодечненский р-н,д. Залесье,"54,13062457670","27,13691364790"
"71183,00000000000","""ТАТАРЩИНА""",Минская обл.,Молодечненский р-н,д. Татарщина,"54,24920587590","27,00895898780"
"71260,00000000000","""ТЕКСТИЛЬЩИК-2002""",Минская обл.,Молодечненский р-н,"д. Пралески
","54,11228933510","27,15268152200"
"71165,00000000000","""ТЕПЛОЭНЕРГЕТИК""",Минская обл.,Молодечненский р-н,д. Выдричи,"54,16837704930","27,00102092360"
"71206,00000000000","""ТИШИНА""",Минская обл.,Молодечненский р-н,д. Грунтишки,"54,17813446960","27,04589140370"
"71263,00000000000","""УДАРНИК""",Минская обл.,Молодечненский р-н,д. Вязынка,"54,08959450440","27,18448604010"
"71149,00000000000","""УРЕЧЬЕ""",Минская обл.,Молодечненский р-н,д. Вередово,"54,31499289670","27,03820396540"
"71246,00000000000","""ФИЗКУЛЬТУРНИК""",Минская обл.,Молодечненский р-н,д. Новоселки 1,"54,11083116850","27,07554632390"
"71182,00000000000","""ХИМИК"" ПРИ ПРЕДПРИЯТИИ ""МОЛОДЕЧНОНЕФТЕПРОДУКТ""",Минская обл.,Молодечненский р-н,д. Писаревщина,"54,26770194750","26,98936237450"
"71194,00000000000","""ХОЛМОГОРЬЕ""",Минская обл.,Молодечненский р-н,д. Бояры,"54,20537218860","27,08879538240"
"71269,00000000000","""ХОЛМЫ-95""",Минская обл.,Молодечненский р-н,"д. Пралески
","54,10749458800","27,16963572250"
"71177,00000000000","""ЧАБОР""",Минская обл.,Молодечненский р-н,д. Писаревщина,"54,26542080110","27,00166142520"
"71169,00000000000","""ЭЛЕКТРОН"" д.Большие Кошевники",Минская обл.,Молодечненский р-н,аг. Выверы,"54,26482627740","26,96972711580"
"71184,00000000000","""ЯСНАЯ ПОЛЯНА 1""",Минская обл.,Молодечненский р-н,д. Татарщина,"54,23730673730","27,02186853080"
"71154,00000000000","""МОРОСЬКИ""",Минская обл.,Молодечненский р-н,д. Мороськи,"54,34109669560","26,67843311390"
"70384,00000000000","""АНЮТИНЫ ГЛАЗКИ""",Минская обл.,Логойский р-н,д. Вяча,"54,10377450440","27,58102453170"
"70385,00000000000","""БЕЛАРУЧИ""",Минская обл.,Логойский р-н,д. Беларучи,"54,09671176260","27,56926986560"
"82826,00000000000","""БЕЛАРУЧЬЕ""",Минская обл.,Логойский р-н,д. Приселки,"54,13274607180","27,58820489170"
"70386,00000000000","""БЕЛЫЕ РОСЫ-2001""",Минская обл.,Логойский р-н,д. Беларучи,"54,10064890420","27,56651115750"
"70387,00000000000","""БОРЩЕВНИК""",Минская обл.,Логойский р-н,д. Прудище,"54,20398891020","27,62065887910"
"70389,00000000000","""ВЕРАС-91""",Минская обл.,Логойский р-н,д. Мерковичи,"54,15034615250","27,56058800510"
"70422,00000000000","""ВЕРЯГИ""",Минская обл.,Логойский р-н,д. Вераги,"54,16976651200","27,79541678340"
"70441,00000000000","""Вешенка""",Минская обл.,Логойский р-н,д. Калюга,"54,39167650720","27,94354577760"
"70417,00000000000","""ВИОЛА""",Минская обл.,Логойский р-н,д. Зеленый Сад,"54,17092175340","27,77979528380"
"70425,00000000000","""ВОСТОК-4""",Минская обл.,Логойский р-н,д. Литвинково,"54,12376069310","27,71938259860"
"70412,00000000000","""ВЫТОК ГМЦ""",Минская обл.,Логойский р-н,д. Карцовщина,"54,12303171050","27,90117243210"
"70423,00000000000","""ВЯСЕЛКА-1""",Минская обл.,Логойский р-н,д. Панышевщина,"54,11738802180","27,72352133370"
"82825,00000000000","""ВЯЧА 91""",Минская обл.,Логойский р-н,д. Приселки,"54,13104561320","27,59597989520"
"70426,00000000000","""ГАЙНА-2001""",Минская обл.,Логойский р-н,д. Вераги,"54,16151293180","27,79226912700"
"70391,00000000000","""Гаяны""",Минская обл.,Логойский р-н,д. Малые Гаяны,"54,16668150240","27,58170775480"
"70392,00000000000","""Здоровье-1"" д. Беларучи",Минская обл.,Логойский р-н,д. Вяча,"54,10326661120","27,57737123350"
"70393,00000000000","""ЗДОРОВЬЕ-2"" Логойского района",Минская обл.,Логойский р-н,д. Беларучи,"54,10505228060","27,57242803470"
"70418,00000000000","""ЗЕЛЕНЫЙ САД""",Минская обл.,Логойский р-н,д. Вераги,"54,16589645980","27,79170480830"
"70394,00000000000","""Исток-Т""",Минская обл.,Логойский р-н,д. Малые Гаяны,"54,17485554890","27,59841702120"
"82824,00000000000","""Крыница-92""",Минская обл.,Логойский р-н,д. Сухая Гора,"54,18729648240","27,57302944100"
"70419,00000000000","""Ландыш 2005""""",Минская обл.,Логойский р-н,д. Силичи,"54,17406896650","27,82432911600"
"70395,00000000000","""ЛЕСНАЯ ПОЛЯНА-05""",Минская обл.,Логойский р-н,д. Приселки,"54,13302657580","27,59402535760"
"70396,00000000000","""ЛЕСНОЕ-90"" Логойский район",Минская обл.,Логойский р-н,д. Мерковичи,"54,13742421580","27,57913933390"
"70430,00000000000","""ЛЕСНОЕ"" Логойский район",Минская обл.,Логойский р-н,д. Бояры,"54,12227600040","27,71082936970"
"70431,00000000000","""МАЛИНОВКА-2001""",Минская обл.,Логойский р-н,п. Логожеск,"54,17789485610","27,80631755900"
"70397,00000000000","""МЕД-ВЯЧА"" Логойский район",Минская обл.,Логойский р-н,д. Мерковичи,"54,15611869400","27,57825964820"
"70398,00000000000","""МЕДИК"" Беларучского с/с",Минская обл.,Логойский р-н,д. Беларучи,"54,12669825890","27,58753338860"
"70432,00000000000","""Минская правда""",Минская обл.,Логойский р-н,д. Панышевщина,"54,11823847270","27,71891161050"
"70424,00000000000","""МИНСКИЙ ВОДНИК"" Логойский район",Минская обл.,Логойский р-н,д. Литвинково,"54,12159977000","27,71900433240"
"70410,00000000000","""МИХАЛКОВИЧИ""",Минская обл.,Логойский р-н,д. Михалковичи,"54,31681661430","27,72046307650"
"70433,00000000000","""Надежда""",Минская обл.,Логойский р-н,д. Ребрище,"54,16199369730","27,73044062810"
"70400,00000000000","""Новые хутора""",Минская обл.,Логойский р-н,д. Марковщина,"54,07722212680","27,60840164230"
"70442,00000000000","""Отдых"" Логойский район",Минская обл.,Логойский р-н,д. Вязовщина,"54,44328002090","27,86629925240"
"70401,00000000000","""ПАВЛОВО""",Минская обл.,Логойский р-н,д. Сухая Гора,"54,18109990190","27,58201070480"
"70402,00000000000","""ПЕРЕЛЕСОК""",Минская обл.,Логойский р-н,д. Беларучи,"54,13019958430","27,58443562340"
"70404,00000000000","""Пралеска"" д.М.Гаяны",Минская обл.,Логойский р-н,д. Малые Гаяны,"54,17239516800","27,58799270390"
"70414,00000000000","""ПРАЛЕСКА"" ПРУП ""ЗАВОД ЭПОС""",Минская обл.,Логойский р-н,д. Силичи,"54,17620970090","27,83631653270"
"70434,00000000000","""ПРИВОЛЬНОЕ""",Минская обл.,Логойский р-н,д. Бояры,"54,12067151330","27,71339925190"
"70443,00000000000","""Приозерный""",Минская обл.,Логойский р-н,д. Молоди,"54,24552260720","27,97271646640"
"70405,00000000000","""ПРОЛЕСКА ЦКБ""",Минская обл.,Логойский р-н,д. Приселки,"54,13622170860","27,59641804300"
"82827,00000000000","""РОДНИКИ-1""",Минская обл.,Логойский р-н,д. Совденевичи,"54,24523088060","27,60103367980"
"82828,00000000000","""РОДНИКИ-2""",Минская обл.,Логойский р-н,д. Слижино,"54,25512498270","27,59997765730"
"70406,00000000000","""РУЧЕЕК""",Минская обл.,Логойский р-н,д. Великие Гаяны,"54,15443951560","27,60301483740"
"70436,00000000000","""СВЯЗИСТ-92""",Минская обл.,Логойский р-н,д. Бояры,"54,12506147720","27,71564168990"
"70437,00000000000","""СЕКУНДА"" Минского часового завода",Минская обл.,Логойский р-н,д. Чуденичи,"54,12862325110","27,81668898530"
"70438,00000000000","""Стройиндустрия""",Минская обл.,Логойский р-н,д. Литвинково,"54,11984483030","27,72168337830"
"70439,00000000000","""Сябры-88""",Минская обл.,Логойский р-н,д. Панышевщина,"54,11606637220","27,72008079710"
"70440,00000000000","""Текстиль""",Минская обл.,Логойский р-н,д. Беларучи,"54,12903753650","27,58821072680"
"70415,00000000000","""У ОЗЕРА"" Логойского района",Минская обл.,Логойский р-н,д. Карцовщина,"54,12369278510","27,90511526110"
"70445,00000000000","""ЧАРОВНИЦА"" ЛОГОЙСКОГО РАЙОНА",Минская обл.,Логойский р-н,д. Бояры,"54,21737836250","27,57685052350"
"70408,00000000000","""ЭЛЕКТРОН-89""",Минская обл.,Логойский р-н,д. Зеленый Сад,"54,16149985770","27,78298926610"
"70421,00000000000","""ЯГОДКА-2002""",Минская обл.,Логойский р-н,д. Силичи,"54,16307787090","27,80060079170"
"70409,00000000000","""Ясная поляна""",Минская обл.,Логойский р-н,аг. Гайна,"54,24797469170","27,65916822470"
"70435,00000000000","""СВЯЗИСТ"" в/ч 06468",Минская обл.,Логойский р-н,д. Бояры,"54,11886763100","27,71702787300"
"70231,00000000000",Заровье,Минская обл.,Крупский р-н,д. Заровье,"54,34158857780","29,22136638290"
"70234,00000000000","""ДРУЖБА 88""",Минская обл.,Крупский р-н,д. Малое Осово,"54,28828388880","28,91074548860"
"70235,00000000000","""Бережок-2008""",Минская обл.,Крупский р-н,д. Плавучее Галое,"54,29220289000","28,91236200620"
"70236,00000000000","""Камыш""",Минская обл.,Крупский р-н,д. Плавучее Галое,"54,29236253910","28,92148247300"
"70173,00000000000","""Озерное""",Минская обл.,Клецкий р-н,д. Колки,"52,81906092930","26,96459895670"
"72507,00000000000","""Березка""",Минская обл.,Червенский р-н,д. Кривополье,"53,75020523780","28,21779160570"
"72524,00000000000","""Ведрица""",Минская обл.,Червенский р-н,д. Карпиловка,"53,75593892550","28,66049602580"
"72503,00000000000","""Вересок"" Червенского района",Минская обл.,Червенский р-н,д. Кулики,"53,73944339900","27,92550185620"
"72510,00000000000","""Гигиенист""",Минская обл.,Червенский р-н,д. Кривополье,"53,75156471320","28,22064751260"
"72511,00000000000","""Дубрава-2002""",Минская обл.,Червенский р-н,д. Кривополье,"53,74961558780","28,22296601580"
"72498,00000000000","""Елочка"" д.Дукорщина",Минская обл.,Червенский р-н,д. Дукорщина,"53,72493661940","27,95023083100"
"72504,00000000000","""Залесье-1""",Минская обл.,Червенский р-н,д. Залесье,"53,75521549040","28,08387793050"
"72506,00000000000","""Зеркальное""",Минская обл.,Червенский р-н,д. Камейки,"53,74456230040","28,11274611060"
"82833,00000000000","""Игуменское-2008""",Минская обл.,Червенский р-н,г. Червень,"53,70044426270","28,46293304910"
"72501,00000000000","""Ковали""",Минская обл.,Червенский р-н,д. Выжары,"53,73729786890","27,91660782910"
"72509,00000000000","""Криница-Кривополье""",Минская обл.,Червенский р-н,д. Запасенье,"53,74737050110","28,23223528400"
"72499,00000000000","""Купава-94""",Минская обл.,Червенский р-н,д. Выжары,"53,72850734400","27,91903588010"
"72520,00000000000","""Лежневка""",Минская обл.,Червенский р-н,д. Островы,"53,74071266300","28,39584084990"
"72513,00000000000","""Лесная поляна""",Минская обл.,Червенский р-н,д. Зайцы,"53,73215317990","28,30221828700"
"72505,00000000000","""Лесное""",Минская обл.,Червенский р-н,д. Убель,"53,72116373540","28,09925384810"
"72508,00000000000","""Лира""",Минская обл.,Червенский р-н,д. Кривополье,"53,74992351040","28,21991255040"
"72518,00000000000","""Мелодия""",Минская обл.,Червенский р-н,д. Лежни,"53,70477752080","28,31085524200"
"72514,00000000000","""Новая Лира""",Минская обл.,Червенский р-н,д. Зайцы,"53,73803532040","28,31707518670"
"72512,00000000000","""Оптимист-2002""",Минская обл.,Червенский р-н,д. Кривополье,"53,75100159080","28,22566231860"
"72519,00000000000","""Родник"" Червенский район",Минская обл.,Червенский р-н,д. Островы,"53,74005869590","28,39075742450"
"72515,00000000000","""Солнышко""",Минская обл.,Червенский р-н,д. Зайцы,"53,73277507880","28,31366483820"
"82834,00000000000","""Урожайный"" Червенский район",Минская обл.,Червенский р-н,д. Выжары,"53,74152555580","27,91752782180"
"85777,00000000000","""Урочище-2""",Минская обл.,Червенский р-н,д. Зайцы,"53,73052147570","28,32724261350"
"72517,00000000000","""Урочище""",Минская обл.,Червенский р-н,д. Зайцы,"53,73462576250","28,32610059380"
"72521,00000000000","""Химик-2010""",Минская обл.,Червенский р-н,д. Островы,"53,74074088090","28,39316571390"
"68428,00000000000","""Хозяюшка"" Борисовский район",Минская обл.,Борисовский р-н,аг. Лошница,"54,28976552980","28,72853484500"
"68399,00000000000","""Автомобилист-91""",Минская обл.,Борисовский р-н,д. Голубы,"54,28935057950","28,87423717540"
"68418,00000000000","""Аккорд-88""",Минская обл.,Борисовский р-н,д. Тарасики,"54,08421730260","28,46606805370"
"68437,00000000000","""Белое болото""",Минская обл.,Борисовский р-н,д. Красный Октябрь,"54,27923910440","28,32348558100"
"68430,00000000000","""Березовая роща"" г.Борисов",Минская обл.,Борисовский р-н,д. Дубовый Лог,"54,12892925910","28,56128418630"
"68447,00000000000","""Василёк-плюс""",Минская обл.,Борисовский р-н,д. Стайки,"54,25403596860","28,63126612940"
"68392,00000000000","""Верас-93""",Минская обл.,Борисовский р-н,д. Стаи,"54,16448884660","28,42798484620"
"68426,00000000000","""Верески-92""",Минская обл.,Борисовский р-н,д. Верески,"54,14018766020","28,50222222770"
"68420,00000000000","""Верески""",Минская обл.,Борисовский р-н,д. Тарасики,"54,11552776260","28,45743243580"
"68405,00000000000","""Ветеран-Шилино""",Минская обл.,Борисовский р-н,д. Шилино,"54,24179546810","28,71748198340"
"68393,00000000000","""Вишневый"" Борисовский район",Минская обл.,Борисовский р-н,д. Старое Янчино,"54,41807749210","28,63615690190"
"68385,00000000000","""Восход""",Минская обл.,Борисовский р-н,д. Тарасики,"54,08974086760","28,46866947730"
"92962,00000000000","""Гагры""",Минская обл.,Борисовский р-н,д. Дудинка,"54,25436835690","28,46396150440"
"68407,00000000000","""Голубы""",Минская обл.,Борисовский р-н,д. Голубы,"54,28711565380","28,86162156150"
"68413,00000000000","""Дзержинец""",Минская обл.,Борисовский р-н,д. Заручье,"54,07482338110","28,49235885960"
"68423,00000000000","""Домостроитель""",Минская обл.,Борисовский р-н,аг. Новоселки,"54,29968799270","28,73848381370"
"68452,00000000000","""Дорожник-83""",Минская обл.,Борисовский р-н,снп Приямино,"54,28451570490","28,83433957640"
"68419,00000000000","""Дружный ландыш""",Минская обл.,Борисовский р-н,д. Тарасики,"54,08479049520","28,50069176710"
"68440,00000000000","""Дубовый Лог""",Минская обл.,Борисовский р-н,д. Дубовый Лог,"54,12544985840","28,54975816500"
"68425,00000000000","""Ельница"" Борисовский район",Минская обл.,Борисовский р-н,г. Борисов,"54,16604799150","28,44689930750"
"68402,00000000000","""Заболотница""",Минская обл.,Борисовский р-н,д. Заболотница,"54,25625481570","28,80082142240"
"72215,00000000000","""Победа-50""",Минская обл.,Смолевичский р-н,д. Загорье,"54,00646321670","28,01769749900"
"72274,00000000000",Союз садоводческих товариществ Гончаровка-Юхновка*,Минская обл.,Смолевичский р-н,д. Переездная,"53,98793021450","27,88202378860"
"72124,00000000000","""Птолемей""",Минская обл.,Слуцкий р-н,аг. Вежи,"53,29244602760","27,57696523720"
"82846,00000000000","""Ясная поляна""",Минская обл.,Слуцкий р-н,д. Заградье,"52,98006441370","27,76930690790"
"85267,00000000000","""Березка-2008""",Минская обл.,Пуховичский р-н,д. Анетово,"53,62564437110","27,86556438400"
"72714,00000000000",Веленский Ветеран,Минская обл.,Пуховичский р-н,д. Новый Уборок,"53,46288592090","28,18678183060"
"71837,00000000000",Здоровье д.Равнополье,Минская обл.,Пуховичский р-н,д. Равнополье,"53,61782782090","27,80988221180"
"71783,00000000000",Зеленая Поляна,Минская обл.,Пуховичский р-н,д. Забичаны,"53,65992362640","27,83265909110"
"71853,00000000000",Надежда,Минская обл.,Пуховичский р-н,д. Равнополье,"53,60868363650","27,84228088460"
"71336,00000000000","""Крыница-Несвиж""",Минская обл.,Несвижский р-н,д. Качановичи,"53,19012449360","26,71944514160"
"71262,00000000000","""Берёзка-89""",Минская обл.,Молодечненский р-н,д. Вязынка,"54,08747253310","27,18785557110"
"71176,00000000000","""БЕРЁЗКА-АГРО""",Минская обл.,Молодечненский р-н,д. Писаревщина,"54,26870961030","26,99185695300"
"71222,00000000000","""ВЗГОРЬЕ"" ст.Бояры",Минская обл.,Молодечненский р-н,д. Корсаковичи,"54,18659367230","27,10782227710"
"71191,00000000000","""Ёлочка"", Молодечненский район",Минская обл.,Молодечненский р-н,д. Красное,"54,23005122420","27,05583460800"
"71255,00000000000","""ЗЕЛЁНАЯ ДУБРАВУШКА""",Минская обл.,Молодечненский р-н,"д. Пралески
","54,10704452630","27,14885700770"
"72808,00000000000","""Зелёные холмы-2""",Минская обл.,Молодечненский р-н,д. Уша,"54,16060635260","27,08634558740"
"72807,00000000000","""ЗЕЛЁНЫЕ ХОЛМЫ"" Молодечненского района",Минская обл.,Молодечненский р-н,д. Плебань,"54,22928911310","27,10998924520"
"72796,00000000000","""Зелёный Луг-2009""",Минская обл.,Молодечненский р-н,д. Заболотье,"54,34903872180","26,78315531190"
"71231,00000000000","""КОЛОСОК"" д.Поповщина",Минская обл.,Молодечненский р-н,д. Корсаковичи,"54,18488193150","27,12531297370"
"71167,00000000000","""ПИСАРЕВСКАЯ БЕРЁЗКА""",Минская обл.,Молодечненский р-н,д. Писаревщина,"54,26590665210","26,98649873480"
"71289,00000000000","""РУЧЕЁК""",Минская обл.,Молодечненский р-н,д. Уша 2,"54,08508286470","27,14768884810"
"71172,00000000000","""РЯБИНКА"" ст.ТАТАРЩИЗНА",Минская обл.,Молодечненский р-н,д. Татарщина,"54,26755238920","26,98544291400"
"71168,00000000000","""Черёмушки-2008""",Минская обл.,Молодечненский р-н,д. Писаревщина,"54,26692979560","26,99420752740"
"70390,00000000000","""ВЯЧА"" д.Мочаны",Минская обл.,Логойский р-н,д. Мочаны,"54,06434744540","27,63877915390"
"70427,00000000000","""Журавинка"" д.Силичи",Минская обл.,Логойский р-н,д. Чуденичи,"54,13359956550","27,84163675440"
"70428,00000000000","""ИВУШКА - 87""",Минская обл.,Логойский р-н,д. Панышевщина,"54,11539214230","27,71693054440"
"70429,00000000000","""Колосок""",Минская обл.,Логойский р-н,д. Чуденичи,"54,16019158270","27,78683773110"
"70446,00000000000","""Наставник""",Минская обл.,Логойский р-н,д. Великие Бесяды,"54,23198303450","27,54980565940"
"70420,00000000000","""МАЛИНОВКА"" д.Зеленый Сад",Минская обл.,Логойский р-н,д. Медухово,"54,17878474830","27,77538565950"
"70413,00000000000","""Медик""",Минская обл.,Логойский р-н,д. Гаище,"54,13414451940","27,90174723430"
"70403,00000000000","""ПОЛЯНА"" отдела здравоохранения Администрации Пер*",Минская обл.,Логойский р-н,д. Беларучи,"54,12659253630","27,59138114850"
"70416,00000000000","""Фантазия - Силичи""",Минская обл.,Логойский р-н,д. Лобунщина,"54,13826842940","27,84215594640"
"72500,00000000000","""Волат - МЗКТ""",Минская обл.,Червенский р-н,д. Выжары,"53,73122089440","27,91073120080"
"68394,00000000000","""Дружный БЗМП""",Минская обл.,Борисовский р-н,д. Старое Янчино,"54,41282766830","28,63957565850"
"68443,00000000000","""Заря""",Минская обл.,Борисовский р-н,д. Павловцы,"54,43659861800","28,63652642630"
"68433,00000000000","""Зелёная долина""",Минская обл.,Борисовский р-н,д. Тарасовка,"54,28719113210","28,54719777090"
"68421,00000000000","""Кооператор-87""",Минская обл.,Борисовский р-н,д. Старое Янчино,"54,41732649750","28,64140044970"
"83002,00000000000","""Красный Новоселец""",Минская обл.,Борисовский р-н,аг. Новоселки,"54,30046776010","28,73500693270"
"68386,00000000000","""Красный Октябрь""",Минская обл.,Борисовский р-н,д. Красный Октябрь,"54,26726449420","28,33078292950"
"68417,00000000000","""Криница-98""",Минская обл.,Борисовский р-н,д. Заручье,"54,08137154200","28,49783364890"
"68451,00000000000","""Лесная поляна-88""",Минская обл.,Борисовский р-н,д. Тарасики,"54,08386737350","28,45852297940"
"68387,00000000000","""Лесная поляна"" д.Юзефово",Минская обл.,Борисовский р-н,д. Юзефово,"54,39144012970","28,57284767480"
"68411,00000000000","""Меркурий-2002""",Минская обл.,Борисовский р-н,д. Тарасики,"54,10958295390","28,46442790070"
"68439,00000000000","""Мечта"" Борисовского завода агрегатов",Минская обл.,Борисовский р-н,д. Стаи,"54,16552794360","28,41255553740"
"68448,00000000000","""Надежда-Сад"" Борисовский район",Минская обл.,Борисовский р-н,Д. Стайки,"54,24693555030","28,65359005560"
"68438,00000000000","""Ново-лесуны""",Минская обл.,Борисовский р-н,аг. Новоселки,"54,30480504060","28,73484146930"
"68389,00000000000","""Патриот-Березка""",Минская обл.,Борисовский р-н,д. Тарасики,"54,11126148820","28,46048722110"
"68396,00000000000","""Плиса""",Минская обл.,Борисовский р-н,д. Гора,"54,17720106780","28,54544559940"
"68395,00000000000","""Придорожный""",Минская обл.,Борисовский р-н,д. Юзефово,"54,37726778030","28,56761200360"
"68416,00000000000","""Прогресс-2001""",Минская обл.,Борисовский р-н,д. Тарасики,"54,11290419650","28,46873022960"
"68409,00000000000","""Путеец-2002""",Минская обл.,Борисовский р-н,г. Борисов,"54,23109226130","28,55847239160"
"68388,00000000000","""Родник"" Борисовский район",Минская обл.,Борисовский р-н,д. Старое Янчино,"54,42202229320","28,64866761290"
"68445,00000000000","""Ромашка 1""",Минская обл.,Борисовский р-н,д. Старое Янчино,"54,41684669270","28,64883117430"
"68406,00000000000",Ручеек,Минская обл.,Борисовский р-н,д. Голубы,"54,28818034920","28,86606766560"
"68398,00000000000","""Сад"" Борисовский район",Минская обл.,Борисовский р-н,снп Приямино,"54,28502696940","28,84988239670"
"68431,00000000000","""Селитренки""",Минская обл.,Борисовский р-н,д. Селитренка,"54,27469315690","28,57375316880"
"82998,00000000000","""Солнечный-2""",Минская обл.,Борисовский р-н,д. Тарасики,"54,10870336000","28,46571852550"
"68408,00000000000","""Стаи""",Минская обл.,Борисовский р-н,д. Стаи,"54,16380895090","28,40886089880"
"68412,00000000000","""Строитель-Тарасики""",Минская обл.,Борисовский р-н,д. Заручье,"54,07721596080","28,49078850020"
"68415,00000000000","""Студёнка-92""",Минская обл.,Борисовский р-н,д. Студенка,"54,33542121020","28,35171605350"
"72743,00000000000","""Тарасик""",Минская обл.,Борисовский р-н,д. Тарасики,"54,11890259300","28,45488572200"
"68391,00000000000","""Урожай"" Борисовский район",Минская обл.,Борисовский р-н,д. Ельница,"54,15294788790","28,41918692790"
"68442,00000000000","""Фруктовый"" Борисовский район",Минская обл.,Борисовский р-н,д. Кургановка,"54,28680344620","28,71783689130"
"68422,00000000000","""Хвойный""",Минская обл.,Борисовский р-н,д. Гребло,"54,22104652090","28,73514055250"
"68400,00000000000","""Цель""",Минская обл.,Борисовский р-н,д. Большое Стахово,"54,25507092920","28,41699753790"
"68432,00000000000","""Чайка-Замужанье""",Минская обл.,Борисовский р-н,д. Бояры,"54,25690798310","28,81877871170"
"92963,00000000000","""Швейник-2011""",Минская обл.,Борисовский р-н,аг. Новоселки,"54,30476974960","28,73960738890"
"68397,00000000000","""Шилино-1""",Минская обл.,Борисовский р-н,д. Шилино,"54,23779215160","28,71846799930"
"68403,00000000000","""Шилино""",Минская обл.,Борисовский р-н,д. Шилино,"54,23436946910","28,70787909810"
"72744,00000000000","""Экран-Тарасики""",Минская обл.,Борисовский р-н,д. Тарасики,"54,09807968900","28,47905692030"
"68444,00000000000","""Ясная Раница""",Минская обл.,Борисовский р-н,д. Павловцы,"54,44089004700","28,63771421940"
"68390,00000000000","""Лесная поляна ОАО ""Полимиз""",Минская обл.,Борисовский р-н,д. Соколы,"54,42205919980","28,63102388590"
